,GaitSpeed,LeadingCadence,TrailingCadence,iSLS,iDLS,tSLS,tDLS,StrideLength,LeadingStepLength,TrailingStepLength,LeadingStepWidth,TrailingStepWidth
0,920.5814806985932,114.28571428571428,126.31578947368422,0.41,0.115,0.39,0.085,1002.0400507731822,556.1351287121097,445.9049220610725,84.38961940424855,29.357148940566674
1,845.749019254145,111.1111111111111,108.1081081081081,0.3881278538812785,0.1050228310502283,0.4155251141552511,0.091324200913242,971.920910391821,525.5636838379476,446.3572265538735,108.30856122012051,75.83325606248962
2,833.1952653060657,101.69491525423729,114.28571428571428,0.42152466367713004,0.10762331838565023,0.3901345291479821,0.08071748878923767,999.0543119432984,546.6989467293974,452.355365213901,119.36013592791329,49.24992124514216
3,1033.0172824231336,117.6470588235294,141.1764705882353,0.43315508021390375,0.11229946524064172,0.35294117647058826,0.10160427807486631,1098.0272102813067,630.4836459596625,467.5435643216442,129.75623181178912,115.57163819416763
4,997.3124010798812,114.28571428571428,131.86813186813185,0.42346938775510207,0.11224489795918367,0.3520408163265306,0.11224489795918367,1078.6339309594628,621.8147231537589,456.81920780570374,88.23469181480866,66.07270765479197
5,1013.7589514336012,116.50485436893203,125.0,0.4221105527638191,0.09547738693467336,0.39195979899497485,0.09045226130653267,1172.6168341974549,652.4246279898589,520.1922062075959,74.43742271359494,100.19915079355297
6,1057.549901367859,127.65957446808511,127.65957446808511,0.425531914893617,0.07446808510638298,0.39361702127659576,0.10638297872340426,1095.0353348547897,563.9318295127669,531.1035053420227,158.4789593475665,168.25921437715414
7,1069.9099102964265,131.86813186813185,129.03225806451613,0.3967391304347826,0.09782608695652174,0.40217391304347827,0.10326086956521739,1074.0817786736432,551.8940160916338,522.1877625820093,140.6066276309636,154.35250193514176
8,1101.8294687380974,121.21212121212122,134.8314606741573,0.43617021276595747,0.09042553191489362,0.3776595744680851,0.09574468085106383,1132.2290601607444,641.6753255790657,490.5537345816788,149.50051169231182,130.01135212971025
9,846.2398598035874,113.20754716981132,113.20754716981132,0.3915094339622642,0.10849056603773585,0.41509433962264153,0.08490566037735849,912.5975528102543,441.05876057158434,471.53879223867,126.14884285505576,106.88910098503021
10,840.7011769029873,113.20754716981132,110.09174311926604,0.3813953488372093,0.11162790697674418,0.413953488372093,0.09302325581395349,925.9649249875226,448.65950920764703,477.3054157798756,119.40385467325058,108.08547376888902
11,784.7170059143292,106.19469026548674,107.14285714285714,0.36444444444444446,0.13777777777777778,0.39555555555555555,0.10222222222222223,922.057497846318,477.02940116376817,445.02809668254986,76.40778220162281,108.13951600340715
12,891.4088321443746,121.21212121212122,131.86813186813185,0.39473684210526316,0.12631578947368421,0.38421052631578945,0.09473684210526316,903.9016440269811,463.2694437087257,440.6322003182554,117.72337963522915,202.460768015984
13,860.5316726729286,121.21212121212122,116.50485436893203,0.3712871287128713,0.1188118811881188,0.41089108910891087,0.09900990099009901,933.6198594712046,484.46970008565995,449.1501593855446,94.54414390354157,175.89874776100274
14,955.2176340286297,113.20754716981132,118.81188118811882,0.40096618357487923,0.1111111111111111,0.37681159420289856,0.1111111111111111,1082.6542549787534,566.1688370432889,516.4854179354645,146.5194147516448,109.15881067906028
15,1125.2195193281764,118.81188118811882,136.36363636363637,0.4126984126984127,0.12169312169312169,0.38095238095238093,0.08465608465608465,1123.3020604031815,639.4967794067998,483.8052809963817,161.961479279297,76.19560496903148
16,1220.1890397594987,112.14953271028037,139.53488372093022,0.44559585492227977,0.10880829015544041,0.34196891191709844,0.10362694300518134,1369.1567331792673,839.1408444478279,530.0158887314394,67.20282014105081,114.96052090840499
17,1143.8257056252178,127.65957446808511,150.0,0.4425287356321839,0.09770114942528736,0.3620689655172414,0.09770114942528736,1121.7509442227824,624.599183149104,497.15176107367836,120.75215432848671,82.1554872018267
18,808.2700361562048,116.50485436893203,114.28571428571428,0.3942307692307692,0.10096153846153846,0.40865384615384615,0.09615384615384616,872.0615527480256,427.1256507270966,444.935902020929,121.93704218145473,94.18291891124056
19,789.5085381288568,117.6470588235294,115.38461538461539,0.3786407766990291,0.11650485436893204,0.41262135922330095,0.09223300970873786,850.5768928553903,414.11465423600043,436.46223861938984,75.66723453490735,102.44087879755642
20,960.4774785902663,109.09090909090908,118.81188118811882,0.4265402843601896,0.0947867298578199,0.3886255924170616,0.09004739336492891,1109.3556363968962,598.0301593864372,511.32547701045905,191.02515921385918,114.88542925675682
21,1072.892107081637,137.93103448275863,136.36363636363637,0.37714285714285717,0.12,0.3942857142857143,0.10857142857142857,935.8660318827181,500.4498227739109,435.41620910880715,27.753634683329096,112.7612277154513
22,982.4988014624482,127.65957446808511,127.65957446808511,0.3829787234042553,0.11702127659574468,0.39361702127659576,0.10638297872340426,987.4406590155442,553.8639816496936,433.5766773658505,80.5468017352186,63.74368878328022
23,950.2096029879307,125.0,126.31578947368422,0.3717277486910995,0.13089005235602094,0.39790575916230364,0.09947643979057591,932.6919140095417,481.2323772690195,451.45953674052225,109.02513492220794,87.11605889987266
24,907.9758397554344,114.28571428571428,93.02325581395348,0.358974358974359,0.08974358974358974,0.4658119658119658,0.08547008547008547,1025.9422925209524,573.7830474563591,452.15924506459316,132.30074688801727,71.45393734397982
25,906.479692201504,126.31578947368422,93.75,0.32286995515695066,0.1031390134529148,0.47533632286995514,0.09865470852017937,916.5722264272977,471.0403828774997,445.53184354979794,96.38858210584345,172.21733151313057
26,868.1581121938541,123.71134020618557,86.95652173913044,0.33191489361702126,0.08085106382978724,0.4808510638297872,0.10638297872340426,964.7212085656702,499.92237037322275,464.7988381924474,94.47854519217532,125.15649062884194
27,877.9010547166326,107.14285714285714,110.09174311926604,0.3438914027149321,0.16289592760180996,0.3755656108597285,0.11764705882352941,1014.0587642234027,546.4295639595855,467.6292002638172,84.51987978463399,68.22716322308969
28,744.3361238849506,91.6030534351145,100.84033613445379,0.372,0.152,0.332,0.144,988.3919712571819,522.447351501748,465.9446197554339,79.46036205468386,57.69530580433974
29,770.048692752485,108.1081081081081,99.17355371900827,0.33189655172413796,0.14655172413793102,0.3879310344827586,0.1336206896551724,916.1858548260195,457.90324262798777,458.28261219803176,92.33004910751825,20.778588977053147
30,966.4729432176117,121.21212121212122,108.1081081081081,0.3761904761904762,0.09523809523809523,0.4238095238095238,0.10476190476190476,1037.5372853592166,512.2783112792088,525.2589740800079,61.50858608722896,61.24947954038163
31,987.9325797988118,109.09090909090908,112.14953271028037,0.4009216589861751,0.10599078341013825,0.4009216589861751,0.09216589861751152,1132.2946184446341,614.1549962166673,518.1396222279668,98.83057859666883,64.8789743369806
32,963.8942490577139,112.14953271028037,114.28571428571428,0.3915094339622642,0.11320754716981132,0.39622641509433965,0.09905660377358491,1024.393436336907,550.3504513816476,474.04298495525927,110.00387193033552,43.84347986376321
33,680.7088503931527,90.9090909090909,89.55223880597015,0.3458646616541353,0.15037593984962405,0.39097744360902253,0.11278195488721804,903.3714597497791,418.6321785432506,484.7392812065285,80.21065903198269,85.8673628663671
34,654.6942053524493,82.75862068965517,87.5912408759124,0.3546099290780142,0.1595744680851064,0.35815602836879434,0.1276595744680851,917.4038941759444,469.1576253378198,448.2462688381246,74.54401098298075,86.4263630853174
35,627.8778069766631,51.724137931034484,76.43312101910827,0.5038560411311054,0.09254498714652956,0.3059125964010283,0.09768637532133675,1031.541039002624,578.7966319006366,452.74440710198735,36.20987442872115,84.92485566197331
36,796.2856536704885,104.34782608695653,98.36065573770492,0.379746835443038,0.10548523206751055,0.3881856540084388,0.12658227848101267,1019.7683743896956,554.9051908880938,464.86318350160184,131.7292757022129,139.17928693623477
37,754.6312050923981,89.55223880597015,88.88888888888889,0.40148698884758366,0.09665427509293681,0.38661710037174724,0.11524163568773234,1082.3113119368008,583.2615444291755,499.04976750762535,157.04042366061594,173.98045466588385
38,816.5537868543296,91.6030534351145,115.38461538461539,0.4553191489361702,0.10212765957446808,0.3404255319148936,0.10212765957446808,1077.6827718203458,593.9062297413636,483.7765420789822,109.45951265107504,120.29934704969543
39,849.6304510201267,101.69491525423729,117.6470588235294,0.4,0.13636363636363635,0.35454545454545455,0.10909090909090909,1003.0455831178112,575.0955362290738,427.95004688873746,82.27219715133418,97.06546092859253
40,889.7556181281285,105.26315789473685,112.14953271028037,0.3891402714932127,0.12669683257918551,0.3755656108597285,0.1085972850678733,1053.6436597710351,610.3207712765095,443.3228884945256,87.69937790297791,93.84836531193082
41,902.9449468401658,107.14285714285714,113.20754716981132,0.38990825688073394,0.12385321100917432,0.3944954128440367,0.09174311926605505,1073.613160756273,591.5241657931106,482.08899496316246,71.88082240117944,95.7315704662974
42,848.7951008826224,110.09174311926604,108.1081081081081,0.36818181818181817,0.12727272727272726,0.39545454545454545,0.10909090909090909,961.4635106621362,453.6700809171871,507.7934297449491,130.25175574373702,123.21906596357468
43,860.3565867999919,109.09090909090908,108.1081081081081,0.38461538461538464,0.11312217194570136,0.3891402714932127,0.11312217194570136,949.1737405913047,435.25981093838436,513.9139296529204,180.3308477034966,134.9592789949388
44,855.0316258206101,105.26315789473685,110.09174311926604,0.3901345291479821,0.1210762331838565,0.38565022421524664,0.1031390134529148,958.8742315371254,456.18397646941344,502.690255067712,176.38622074777487,136.16837562843574
